OTU ID	AJ414	AP114	AS114	AT414	JJ114	JJ415	JJ515	JP315	JP414	JP515	JS115	JS415	JT115	JT314	JT415	OJ415	OJ514	OJ515	OJ615	OP315	OP515	OP614	OP615	OS115	OS214	OS415	OS615	OT115	OT414	OT415	OT515	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
OTU79	74	0	0	0	0	5	0	24	0	0	165	0	0	7	36	0	4	0	0	170	19	0	7	512	0	4	0	0	0	14	9	GS|98.3|KC965451|SH211875.07FU;k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces	Protomyces	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	James TY, et al. 2006. Nature 443:818-822
OTU50	0	0	0	0	0	0	0	5	0	0	0	30	26	39	11	0	0	0	0	3	6	0	4	0	9	10	0	678	0	120	104	GS|99.0|KU515590|SH197623.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Filobasidium	Filobasidium	13	Saprotroph	Undefined Saprotroph	Highly Probable	Facultative Yeast	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
OTU83	12	8	11	6	11	36	65	0	10	0	29	19	15	0	6	23	8	25	14	0	0	0	0	14	627	32	0	2	12	0	0	US|0.8924|KP335247|SH523478.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU80	795	11	0	12	3	0	8	2	7	3	0	0	24	18	16	0	7	0	5	0	0	0	0	0	0	0	0	3	60	0	5	US|0.9774|JX042759|SH020546.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU100	10	6	0	126	9	21	34	2	3	0	1	2	124	133	39	2	14	4	9	0	0	12	0	1	25	3	0	19	359	8	9	GS|100.0|JN053164|SH200057.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU63	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	354	32	380	182	GSL|100.0|HQ292842|SH181259.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU90	0	406	0	10	0	0	0	21	309	10	3	0	1	16	7	0	5	0	0	5	7	136	10	0	7	2	0	1	0	0	1	SS|1.0000|JN904443|SH212425.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU99	0	430	0	3	0	0	3	27	343	18	1	1	3	3	0	1	0	0	0	2	15	86	14	0	3	2	0	1	0	0	0	SS|1.0000|KF221420|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU66	15	9	0	24	73	85	117	0	0	0	0	1	42	96	8	98	115	113	27	7	6	8	0	3	0	3	0	20	59	16	7	GSL|100.0|AY943047|SH184193.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormia,s:Sporormia subticinensis	Sporormia	13	Saprotroph	Dung Saprotroph	Highly Probable	NULL	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688
OTU101	0	0	0	28	0	0	2	0	0	0	0	0	2	197	1	0	0	0	1	0	0	0	0	0	0	0	0	0	706	2	0	US|0.6948|JF691019|SH023335.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU58	670	0	5	26	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	48	0	180	US|0.9783|KJ028799|SH216362.07FU;k:Fungi,p:Basidiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU286	24	47	19	31	43	166	111	7	26	10	2	2	122	64	28	74	26	15	14	0	1	0	4	3	13	4	0	4	68	2	3	GS|97.1|KF221468|SH221826.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales	-	-	-	-	-	-	-	Unassigned	-
OTU56	0	101	51	0	0	0	0	36	10	80	10	12	0	4	0	0	0	0	0	99	41	408	37	11	8	3	0	0	0	5	0	GS|97.9|GQ508712|SH202968.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus	-	-	-	-	-	-	-	Unassigned	-
OTU74	0	4	0	166	0	1	7	0	0	1	0	0	121	160	42	1	1	0	1	1	1	7	1	0	0	0	0	23	327	19	29	SS|0.7500|FR682161|SH023317.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU102	0	199	3	31	3	2	3	26	159	11	1	1	44	28	21	3	0	1	0	6	11	216	14	3	7	7	0	7	83	2	3	GS|99.5|KF221472|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU60	0	0	0	189	8	0	0	0	0	0	0	8	0	0	28	31	23	62	8	0	0	0	0	0	0	0	0	8	92	399	6	GSL|100.0|KP131908|SH205045.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema laurentii	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU72	0	6	0	4	0	0	0	0	0	0	10	9	4	0	4	0	0	0	0	0	0	0	0	22	697	15	0	0	90	0	0	GS|97.6|FR682152|SH009744.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU103	6	96	28	29	151	42	49	5	2	2	1	1	3	56	0	43	36	20	28	3	7	105	8	2	54	23	3	24	7	11	11	GS|100.0|EF159560|SH206396.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae	-	-	-	-	-	-	-	Unassigned	-
OTU107	0	0	0	270	0	0	1	0	0	0	0	0	3	104	2	0	7	0	0	0	0	0	0	0	0	2	0	0	457	0	6	SS|0.2500|HM239708|SH183854.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU76	0	14	0	6	0	0	1	0	172	0	21	43	0	5	0	0	0	0	0	0	0	32	0	82	5	239	37	22	146	2	3	GS|100.0|HM164559|SH199123.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Calyptrozyma	Helotiaceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0	0	0	0	GS|100.0|HM589219|SH006625.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU142	47	9	0	39	62	200	142	1	4	0	0	2	33	25	30	52	29	37	25	0	1	2	1	0	0	1	0	12	41	9	7	US|0.9934|JX978256|SH200066.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU575	9	50	0	116	11	8	5	0	41	0	0	0	79	134	23	5	2	0	0	0	1	5	0	0	8	0	0	7	276	10	9	US|0.7206|KF222159|SH221826.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU75	3	3	0	101	11	13	15	0	3	1	0	0	116	162	56	5	7	0	1	0	1	0	0	0	0	0	0	31	224	14	24	GSL|99.5|EU343259|SH200709.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Neocatenulostroma	-	-	-	-	-	-	-	Unassigned	-
OTU110	18	7	1	81	9	41	51	0	8	0	2	2	54	105	24	24	9	8	10	0	0	0	0	0	10	1	1	8	299	7	9	GS|100.0|FJ554038|SH211751.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU127	12	28	0	245	0	14	4	9	5	0	0	3	16	154	5	3	5	1	1	1	4	0	0	0	0	0	0	8	174	7	75	GSL|100.0|FR718460|SH200070.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Aureobasidiaceae	Aureobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Possible	Facultative Yeast	NULL	NULL	Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Wachowska U, Glowacka K. 2014. Biocontrol 59:pp 635-645; Irinyia L, Lacknerb M, de Hoog GS, Meyer W. 2016. Fungal Biology 120:125-136; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
OTU118	21	0	0	19	0	0	0	0	0	0	0	2	0	0	2	2	6	0	3	5	6	0	2	104	0	23	0	450	35	92	2	GS|98.9|JX136494|SH022608.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU69	0	7	135	0	2	0	0	2	25	3	173	122	2	0	0	1	0	0	0	2	2	4	0	129	48	93	2	0	14	0	0	US|0.7736|JN906716|SH022043.07FU;k:Fungi,p:Basidiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU67	0	0	0	0	0	0	3	0	0	0	333	253	0	0	0	2	6	0	0	0	0	0	0	158	0	5	0	0	0	0	0	GSL|100.0|AY070004|SH194976.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Sporobolomyces	Sporobolomyces	13	Pathotroph-Saprotroph	Fungal Parasite-Litter Saprotroph	Probable	Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688; Nagy GL, et al. 2014. Nature Communications 5:4471; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
OTU89	0	80	534	0	0	0	0	0	3	0	15	1	0	0	0	1	0	0	0	1	0	7	0	14	3	0	0	2	59	0	16	GS|100.0|JN161162|SH220498.07FU;k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Saitoella,s:Saitoella complicata	-	-	-	-	-	-	-	Unassigned	-
OTU154	0	9	0	0	0	0	0	0	0	0	7	30	2	0	0	1	5	1	0	27	14	20	8	41	3	233	278	12	0	6	29	GS|100.0|AF444292|SH194775.07FU;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium pinicola	Cystobasidium	13	Pathotroph	Fungal Parasite	Highly Probable	Facultative Yeast	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
OTU2157	25	186	4	2	5	28	9	44	204	22	0	0	14	4	6	5	0	3	4	3	5	55	13	0	18	0	0	0	34	0	3	GS|97.5|AY843157|SH205426.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU111	0	0	0	45	0	0	1	0	0	0	0	0	1	122	0	0	0	1	0	0	0	0	0	0	0	0	0	4	509	1	0	US|0.7644|KF617857|SH023309.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU82	312	9	0	82	7	12	5	1	0	0	3	1	7	31	0	38	39	48	39	2	0	0	2	0	0	2	5	8	4	21	5	GS|99.5|KX611053|SH205614.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae,g:Coniochaeta	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
OTU98	0	11	0	54	52	37	40	0	0	1	0	0	2	13	2	127	137	96	56	2	0	0	2	0	0	0	0	12	34	3	2	GS|100.0|FJ884104|SH186930.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Pseudopithomyces,s:Pseudopithomyces chartarum	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76
OTU108	227	95	0	7	0	0	0	7	59	3	0	0	10	15	11	0	4	0	3	2	5	186	4	0	1	0	0	2	36	1	5	GS|97.5|HM589280|SH025567.07FU;k:Fungi,p:Basidiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU115	84	0	0	23	240	32	15	2	3	0	0	0	4	123	5	7	10	8	5	0	0	0	1	1	0	0	0	3	83	3	4	GS|99.0|HM239875|SH202297.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Rachicladosporium	Cladosporiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
OTU93	0	0	0	123	0	0	1	0	0	0	0	0	1	45	1	0	5	0	0	0	0	0	0	0	0	0	0	1	478	0	1	US|0.7825|KT160532|SH201665.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU232	0	64	0	0	0	0	1	20	32	16	0	0	0	0	0	0	0	0	0	3	9	473	26	2	0	2	0	0	5	0	0	US|0.5739|JX984717|SH017605.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU85	14	23	0	44	77	59	56	0	7	1	0	0	15	21	5	34	45	47	9	2	7	8	1	1	1	0	0	63	15	34	37	GSL|100.0|MF979077|SH193471.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	Preussia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU1667	0	3	556	0	0	0	0	5	0	16	8	19	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	GS|97.7|LC204891|SH220112.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,g:Curvibasidium,s:Curvibasidium rogersii	-	-	-	-	-	-	-	Unassigned	-
OTU139	323	5	0	5	86	77	32	0	0	0	0	0	5	12	1	5	6	7	5	0	0	0	1	0	1	0	0	0	6	0	1	US|0.9998|KT289554|SH205790.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU122	7	7	0	66	129	43	63	0	3	1	0	0	2	17	0	57	61	52	19	1	1	3	1	0	0	1	0	7	23	4	4	GSL|100.0|KP131634|SH203414.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU123	0	0	0	45	0	0	0	0	0	0	0	0	133	58	36	0	0	0	0	0	0	7	0	0	0	0	0	5	274	3	5	US|0.7747|AY452498|SH213886.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Caliciaceae	Caliciaceae	9	Pathotroph-Saprotroph-Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	Almost all lichen-forming with Trebouxia photobionts on bark and dead wood, rarely saprobic or lichenicolous (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU241	0	69	0	38	0	0	1	5	17	6	1	3	57	32	6	0	0	0	0	0	1	102	1	1	57	13	0	3	148	3	2	US|0.5395|JN904951|SH212425.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU94	5	100	0	22	0	7	8	12	103	1	0	0	26	16	13	2	0	1	0	10	19	205	2	0	0	0	0	1	5	1	4	US|0.7601|AF444332|SH025794.07FU;k:Fungi,p:Basidiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU117	10	2	0	39	3	2	1	1	6	0	14	0	5	2	9	3	67	9	0	0	1	0	90	1	0	0	0	59	187	40	8	GSL|100.0|AF387772|SH216362.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula	Rhodotorula	13	Pathotroph-Saprotroph	Animal Endosymbiont-Undefined Saprotroph	Probable	NULL	NULL	Opportunistic human pathogen	http://www.cdc.gov
OTU96	0	0	525	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	12	0	0	3	GS|99.5|KF221402|SH221826.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU97	0	14	0	11	62	9	11	1	0	2	0	0	0	28	1	43	191	46	12	0	8	0	16	1	3	1	0	7	72	2	1	GSL|100.0|KF938450|SH216250.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium herbarum	Cladosporium herbarum	20	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Worrall JJ, et al. 1997. Mycologia 89: 199-219; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
OTU91	0	0	1	63	0	0	0	1	5	0	8	2	57	57	5	0	5	0	0	0	0	14	0	4	5	0	0	13	286	3	7	GS|97.3|KF274277|SH025617.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU133	0	46	2	19	2	0	0	2	63	7	12	6	16	80	5	0	0	1	0	2	7	84	6	11	95	53	0	5	9	0	2	US|0.7552|MF976590|SH193471.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU125	0	19	0	53	5	18	5	3	20	1	1	0	89	79	61	4	0	9	0	0	0	0	1	0	3	0	0	11	140	0	3	SS|1.0000|KF221678|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU92	0	12	4	38	0	0	5	2	10	0	20	10	48	17	5	0	1	0	0	0	0	2	0	57	162	41	0	2	77	4	3	US|0.9969|JN084059|SH025615.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU162	3	123	0	6	8	16	12	18	178	3	0	1	30	52	24	1	1	3	0	0	0	21	3	0	0	0	0	0	16	0	1	GS|97.8|JN905463|SH212425.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU819	274	26	0	15	10	13	6	0	0	0	3	0	0	0	1	60	46	25	16	0	1	0	2	1	0	4	0	2	3	8	4	GS|99.5|KF752649|SH205615.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU165	0	10	0	19	319	10	4	1	0	4	0	1	1	61	1	4	8	9	3	3	0	0	3	6	3	0	0	3	21	4	13	GS|99.5|JX043063|SH183855.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Rutstroemiaceae	Rutstroemiaceae	9	Saprotroph	Plant Saprotroph	Probable	Microfungus	NULL	Essentially saprobic on various plant parts, especially seeds and fruits, though initial infection may take place in living tissue (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU112	0	41	0	0	0	0	0	0	58	4	0	0	0	0	0	0	0	0	0	2	3	384	6	0	0	0	0	0	0	0	0	SS|1.0000|JN906140|SH022043.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU190	18	42	2	18	5	4	4	3	55	6	1	1	43	122	11	2	0	0	0	1	2	52	1	3	17	2	1	2	70	2	6	GS|100.0|KC966080|SH211685.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Cryptococcus	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU135	0	0	8	2	0	4	2	0	7	0	21	11	17	0	0	0	0	0	0	0	0	0	0	23	364	31	0	0	0	0	0	US|0.9865|JN905681|SH212425.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU104	2	2	409	0	0	13	2	9	0	5	2	0	1	0	1	0	0	2	0	2	2	0	7	0	4	0	0	1	0	1	22	GS|100.0|EU082230|SH194012.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Cystofilobasidiaceae,g:Cystofilobasidium,s:Cystofilobasidium macerans	-	-	-	-	-	-	-	Unassigned	-
OTU114	0	3	0	20	49	52	47	1	4	1	0	3	8	48	6	66	28	42	27	4	2	0	1	0	1	0	0	17	43	10	4	GS|100.0|JX385917|SH186594.07FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU131	114	27	0	43	59	5	6	0	8	0	0	0	1	9	1	27	39	12	8	1	1	96	0	0	1	3	0	11	9	2	3	GS|100.0|AY591343|SH178707.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma terrea	-	-	-	-	-	-	-	Unassigned	-
OTU177	0	0	0	68	16	0	2	0	0	0	0	0	5	391	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	GS|98.6|HM239878|SH183854.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU152	0	80	0	6	0	0	1	1	16	4	0	0	3	0	2	0	0	1	0	8	14	327	8	1	0	1	0	0	6	1	0	GS|99.0|FJ553951|SH017349.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU105	0	0	0	5	0	0	6	0	0	0	2	0	0	7	0	341	37	31	0	0	0	0	0	0	0	0	0	21	0	0	21	GSL|100.0|LK023818|SH205046.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU106	0	0	14	3	0	0	0	1	0	0	21	17	4	0	0	0	0	0	0	0	0	0	0	50	300	52	0	0	4	0	0	GS|100.0|AJ244255|SH204395.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,g:Phaeotheca,s:Phaeotheca fissurella	-	-	-	-	-	-	-	Unassigned	-
OTU1842	0	0	0	157	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	1	2	SS|0.1800|HM239708|SH183854.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU138	0	211	3	23	0	0	0	6	55	5	6	1	10	23	2	0	0	0	0	0	0	35	3	4	33	8	0	1	19	2	1	SS|1.0000|JN904443|SH212425.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU137	0	2	0	0	192	106	60	0	0	0	0	0	3	5	3	21	13	25	15	0	0	0	0	0	0	0	0	5	0	0	0	US|0.9921|EF159436|SH011830.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU167	40	48	13	24	30	21	43	6	32	5	0	2	32	17	9	7	16	4	4	4	4	5	9	0	8	3	0	0	54	1	4	GS|99.4|JX188194|SH021360.07FU;k:Fungi,p:Ascomycota,c:Arthoniomycetes,o:Lichenostigmatales,f:Phaeococcomycetaceae,g:Phaeococcomyces	Phaeococcomyces	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU143	1	75	3	96	4	5	2	9	78	7	4	7	13	12	18	0	1	1	0	3	4	26	6	7	14	15	0	1	29	0	1	SS|1.0000|KF221472|SH221826.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU309	0	17	2	89	0	1	0	2	25	1	1	0	86	47	13	0	0	0	0	2	1	11	0	0	3	1	0	7	113	10	7	US|0.9999|KM104120|SH497005.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
